,CANT,DESCR,SUBTOTAL_PARTIDA
1020,3,"TUB INOX 1/4""Øx150MM 900W 220V ESP/NAYLA",5353.05
1021,4,"CAS INOX 1/2""ØX5"" 750W127V EXT.30CM",2630.32
1022,4,"CAS INOX 1/2""ØX41/2"" 500W127V ESCUADRA",3118.0
1023,2,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,871.44
1024,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,700.82
1025,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",327.59
1026,10,"CAS INOX1/4""ØX4 1/2"" 350W240V ESCUADRA",12500.0
1027,1,"BOQUILLA 11/2X1""1/2"" 300W 240V""",462.0
1028,1,"TUB INOX 3/8""ØX66MMØ 250W 127V CIRCULAR",596.0
1029,10,"TER K 3/16""ØX1"" EXT.7MTS MALLA  Z/ESPADA",6995.0
1030,3,"TUB INOX716Øx1421mm LONG ""M"" 3000W/220V""",2397.3
1031,14,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,2100.0
1032,6,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,3000.0
1033,1,REPARACION MARCADORA DE LLANTAS,960.34
1034,1,REPARACION DE SELLADORA DE 30CM,772.0
1035,1,"TUB INOX 1/2""ØX500MM 9000W 240V C/PLACA",4972.3
1036,1,"TUB INOX 1/2""ØX495MM 3000W220V U PLA/ACO",1385.0
1037,1,"TUB INOX 3/8""ØX235MM 3300W 230V CLIP/PLA",1848.9
1038,2,"TUB INOX 1/2X903mm 3000W 120V BUSHING""",2419.6
1039,2,TIRA P INOX. 300mmx38mm 500W 220V TORNIL,690.0
1040,2,"CAS INOX 3/8""ØX4"" 200W 127V EXT.30CM",1057.78
1041,1,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91
1042,1,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91
1043,2,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",4372.0
1044,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,264.0
1045,1,"TUB INOX 7/16""ØX505MM 4500W 440V U/PLAC",2660.9
1046,1,"TUB INOX 1/2""ØX746MM 30KW 440V ""U"" BRI8""",22417.6
1047,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0
1048,1,"TUB INOX 5/16""ØX30CM 2000W 240V ""M"" BUSH",899.0
1049,1,"TUB INOX 1/4""ØX1105MM 900W 127V RECTA/ZA",556.7
1050,1,"TER J 3/16""ØX8"" CON 1/2""-1/2"" NPT C/MAR",1103.45
1051,1,"TUB COBRE 5/16""ØX158MM 1250W 127V ""J""TAP",930.0
1052,3,"TER K 5/16""ØX310MM CON-1/2""NPT PROC C/MA",2535.87
1053,2,"TUB U"" 7/16""x500mm 7000W480V 3PZ/1JGO""",4930.0
1054,3,"TUB RECTA 1/2øX800mm 950W 140V""",2116.5
1055,6,"TUB RECTA 1/2""ØX800MMLON 1000W 73V T/TOR",4233.0
1056,6,"TERMOPAR ""K"" C/ELEMENTO CAL.8 X750 MM",5508.0
1057,1,"TUB INOX 1/2""ØX360MM 1500W 480V ESP",915.0
1058,3,"TUB INOX 5/16""ØX90CM 1500W 480V ""L"" TOR",2146.95
1059,4,TIRA INOX 38MMX60CM 1000W 220V T/CENTRO,2060.0
1060,2,"TUB INOX 5/16""ØX362CM 5000W220 V T/CABLE",4751.0
1061,1,TUE Ø 8 MM X 303 APROX 5000 W 220 V,2080.85
1062,1,"TUB INOX 5/16""ØX307MM  2100W220V ""M"" CUA",1899.18
1063,1,REPARACION TUBO PYREX 7.2 OHMS,3298.28
1064,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,150.0
1065,1,"BOQUILLA 11/2X1""1/2"" 300W 240V""",442.75
1066,1,"BOQUILLA 2X2""  350W 240V""",462.0
1067,1,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95
1068,1,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95
1069,4,"CAR INOX 3/8""Øx26CMS LONG 1200W 127V CAB",3052.0
1070,4,"CBS INOX 3/8"" DE ØX61CMTS1200W127V TF",3380.0
1071,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0
1072,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0
1073,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0
1074,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0
1075,2,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",970.0
1076,18,BP S/BLINDA 300MMX698MM 2500W 230V 18BA,70020.0
1077,18,BP S/BLINDA 300MMX698MM 2000W 230V 18BA,70020.0
1078,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,500.0
1079,8,FAB RESISTENCIA DSD CAL.12 X40CMX10CM,1056.48
1080,2,BC INOX 144MMØ X87MM 2100W 400V SIN/CAJA,3706.5
1081,2,BL INOX 60mmØx50mm 400W 120/240V EXT30CM,1705.06
1082,2,BAN INOX 146MMØX40MM 500W230V CINT/ALLEN,3581.0
1083,2,"BAN INOX 9""ØX3"" ANCH 1700W 230V T/CABLE",3800.0
1084,1,PT-100 7.5MMØX95MM EXT.48CM 3H C/MACHO,1280.14
1085,10,PT-100 6MMØX30MM EXT3MT BAY-2G RES/MALLA,9786.0
1086,5,TEA J 6MMØX30MM EXT.2MT RESOR/BOY2G/CLAV,3660.0
1087,3,"TUB INOX 7/16""ØX330MM 1100W 210V ALE/BUS",5400.0
1088,3,"TUA ""U"" 1/2""Øx18"" 4kW 220V BUSHING LATON",3258.69
1089,3,"CAS INOX 5/8""ØX6"" 500W 240V EXT30CM",2098.14
1090,10,"PRECALENTADOR 2""Øx61/2""  500W127V",32200.0
1091,4,"TUA ""U"" 7/16""X1000mm 5KW 440V C/TAP LAT",23160.0
1092,4,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",1260.0
1093,30,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",44259.0
1094,4,TIRA INOX 38MMX45CM 750W220V TER/TIPO H,2328.52
1095,2,BAN INOX 260MMØX35MM 1000W 440V EXT30CM,1546.12
1096,10,CERAMICO OVALADO P/ ELEMENTO C-14- 2 BAR,65.35
1097,7,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",2098.6
1098,30,"TUB INOX 7/16""Øx950mm U 2777W 440V BUSHI",33082.5
1099,3,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,465.0
1100,2,"TUB INOX. 5/16""Øx1160mm 1750W120V BUSHIN",2660.7
1101,2,"TUB INOX 1/2""ØX80CM 80KW 440V ""U"" PLAC",34786.12
1102,10,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",8250.0
1103,1,"AK 1/16""ØX265MM EXT1MT MALLA  C/MACHO",1283.8
1104,4,FABRICACIÓN ESPECIAL 1300W 115V,75476.0
1105,2,"CAS INOX 5/8""ØX2"" 300W 240V EXT.30CM",1162.92
1106,2,"CAS INOX 1/2""ØX2"" 300W 240V EXT30CM",1110.12
1107,8,"TUB INOX. 5/16""Øx510mm CLIP 9KW 230V TAP",28363.44
1108,1,"TUB INOX 5/16""ØX390MM 3350W 240V ESP/ZAP",1370.74
1109,1,"TUB INOX 7/16""ØX277MM 2000W 220V ""M"" BUS",1018.0
1110,2,"CAS INOX 3/8""ØX11/2"" 175W127V C/TJ EXT30",1635.58
1111,4,"CAS INOX. 3/8""Øx4"" LONG 500W 120V CABLE",2122.56
1112,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0
1113,1,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",210.0
1114,1,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 3 MT""",305.5
1115,4,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",1940.0
1116,1,"TER K 1/4""ØX4"" CON1/2""-1/2"" NPT C/MAR",965.4
1117,5,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,3030.0
1118,10,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 3 MT""",3980.0
1119,1,BAN M/LUNA 190MMØX230MMX46MM 1350W127V T,1157.93
1120,1,"TUB INOX 1/4""ØX1450MM ""U"" ESP 7500W440V",4500.0
1121,2,BAN P COMUN 24MMØX108CM 1750W220V T/TORN,1399.04
1122,1,"BOQUILLA 2X2""  350W 240V""",462.0
1123,3,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",899.4
1124,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,310.0
1125,1,REPARACION MUFLA DE 3600W 230V,2533.27
1126,4,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",9438.8
1127,1,BAN P INOX 155MMX80MM 343W 220V EXT30CM,772.6
1128,4,"BOQUILLA 2X2""  350W 240V""",1848.28
1129,3,BASTIDOR RESISTENCIAS ELSTEIN 12KW 460V,3583.98
1130,2,BAN INOX 298MMØX50MM 1500W 240V T/TOR,1864.0
1131,2,BAN INOX DE 176MMØX100MM 2000W 240V T/TO,1461.6
1132,1,REPARACION HORNO 1000W 110V,1911.0
1133,3,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V",4717.35
1134,10,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",4850.0
1135,6,"TUB INOX 7/16""ØX495MM 3000W 240V BUSH",6764.76
1136,1,"TUBULAR U"" 11mmØx510mm 3kW 460V 3pz""",1800.0
1137,1,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",1130.5
1138,1,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",675.97
1139,1,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",730.17
1140,10,"TUB ""J"" Ø 3/8 X 1155 MM TOTAL 2400 W 440",16770.0
1141,5,"TU ""J"" Ø 3/8 X 1155 MM 2400W 440V TERMOS",12225.0
1142,4,"CAS INOX 3/8""ØX4"" 400W 127V EXT 1M/SOGUI",2792.0
1143,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",29506.0
1144,3,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",9159.75
1145,1,"TUB INOX 5/16""ØX30CM 2000W 240V ""M"" BUSH",899.0
1146,6,"TUB INOX 7/16""ØX72CM 1000W 220V RECTA",3717.0
1147,1,"TUB INOX 1/4""ØX215MMX175MM 820W110V CUAD",699.5
1148,1,"TUB INOX 5/16""ØX215MM 1500W 240V U 1""NPT",650.0
1149,6,CALTA 8MM Ø X 240 MM 500 W 220 V RECTO,2480.4
1150,10,CARTUCHO 8MMØ X290MM 500W 220V,4150.0
1151,10,CARTUCHO Ø 8 MM X340 MM 500W 220 V,4070.0
1152,10,CARTUCHO Ø 8MM X 520 MM 500 W 220 V,5412.5
1153,7,CARTUCHO DE 8MM X 590MM LONG. 500W 220V,4956.0
1154,10,CARTUCHO ESC.Ø 8MM X 325 MM 500W 220V,4880.0
1155,10,"CARTUCHO ALTA 1/4 Ø X 12 500 W 220V""",16152.5
1156,3,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",6168.6
1157,1,BAN P INOX 121MMX121MM 250W 240V ESP,662.57
1158,1,BAN P INOX 255MMX120MM 1250W 240V T/TOR,815.07
1159,1,BAN P INOX 260MMX186MM 1800W 240V T/TOR,876.98
1160,1,BAN P INOX 120MMX47.5MMX23MM 250W 240V T,588.0
1161,10,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,7921.1
1162,10,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,7987.9
1163,1,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,984.15
1164,1,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,699.47
1165,3,"TUB RECTA 1/2øX800mm 950W 140V""",2116.5
1166,6,"TUB U"" 7/16 Ø X50 CM 10 KW 440 V DELTA""",17372.82
1167,1,"TUB INOX 5/16""ØX203MM 1500W 240V U TAP1""",670.69
1168,1,"TUB INOX 1/4""ØX113CM 1000W 127V ESPECIAL",1466.21
1169,6,CAS INOX 8MMØX120MM 350W260V EXT.1.5MT,6160.8
1170,6,CAS INOX 12.5MMØX200MM 1300W260V EXT1.5M,6990.0
1171,1,REPARACION DE TERMINALES DE CARTUCHO,485.0
1172,2,"TUA INCOLOY 1/2""ØX59CM 15KW220V T2 1/2""",11530.98
1173,11,BP S/BLINDA 300MMX698MM 2500W 230V 18BA,42790.0
1174,5,PISTOLA DE AIRE 3500W 220V,3600.0
1175,6,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,1170.0
1176,1,"TEA 1/4""ØX11.5MM EXT.5MT C-1/2""NPT RESOR",1018.0
1177,2,"TEA 1/4""ØX11.5MM EXT.5MT C-1/2""NPT RESOR",2036.0
1178,1,BAN INOX 225MMØX39MM 400W 127V EXT30CM,906.05
1179,1,"TERMOPAR CERAMICO T/K"" LONG 18"" CAL 8""",609.84
1180,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.1
1181,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",353.45
1182,2,"TUB INOX 7/16""x105CMS 1500W 220V BUSHING",1850.0
1183,1,BOB DSD CAL.15 9.5MMØX2MT 1680W127V GAZA,805.5
1184,8,"CAS INOX 1/2""ØX1 1/2"" 250W 127V EXT.30CM",4424.0
1185,5,CAS 12MMØX312MM 300W110V ESCUAD EXT102CM,4200.0
1186,2,"TUB INOX 1/2""X66CM 4500W 480V 2 1/2"" 3PZ",9538.0
1187,3,"CAS INOX 1/2""ØX3 1/2"" 400W 127V EXT.30CM",1696.2
1188,12,"CARTUCHO 3/8"" X 8"" 250W, 240V. TUBO PLIC",14636.88
1189,6,"CBE INOX 3/8""ØX8"" 250W 240V EXT42"" 37""PL",6136.02
1190,10,"TUB INOX 5/16Øx1790mm 1300W 220V BUSHIG""",13861.6
1191,1,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",790.0
1192,1,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",790.0
1193,1,BAN P INOX 168MMX88MM 300W 240V EXT50CM,852.0
1194,1,BAN P INOX 115MMX93MM 300W 240V EXT50CM,755.0
1195,1,BAN P INOX 178MMX110MMX150MM 500W240V,852.0
1196,3,"BC PLANA 6""LARx4 1/4""ANC 2000W 220V C/TJ",7200.0
1197,1,"TEA K 3/16""ØX3/4"" EXT1.5MT CON-1/8"" NPT",620.2
1198,2,"TUB INOX 5/16""ØX114CM 1500W 220V U 1NPT",3284.7
1199,1,"TUB INOX 1/2""ØX85CM 22KW 440V CLIP/PLAC",8121.2
1200,1,"TEA J 3/16""ØX40CM EXT3MT C/TORNILLO 1/4""",742.45
1201,1,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR",1208.25
1202,1,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR",1208.25
1203,8,BC INOX 137MMØX100MM 1800W 240V BLOCK,20235.2
1204,4,BAN P INOX 45MMX200MM 350W 240V EXT30CM,2433.44
1205,4,BAN P INOX 70MMX122MM 350W 240V EXT30CM,2545.52
1206,2,"BAN INOX 2""ØX7"" 750W 127V EXT.30CM CANTO",2141.2
1207,4,"BOQUILLA 2X2""  350W 240V""",1848.0
1208,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,250.0
1209,2,"CAS INOX 1/4""ØX5 1/2"" 400W 240V EXT30CM",1090.0
1210,2,"CAS INOX 1/4""ØX6"" 400W 240V EXT30CM",1170.0
1211,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3.5 MT,976.0
1212,6,"CAS INOX 1/2""ØX4"" 600W 240V EXT3M 30CMSI",6592.44
1213,1,"CAS INOX 1/2""ØX4"" 600W240V EXT3M PLI30CM",1177.25
1214,1,"TEA J 1/4""ØX8"" EXT1.5MT C/TORNILLO-3/8""Ø",601.5
1215,1,BAN M/LUNA 280MMØX260MM 3000W 440V CLAV,5901.45
1216,2,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,1383.4
1217,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,2084.16
1218,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,1401.64
1219,2,"TER J 3/16""ØX2"" EXT50CM ZAP/PIN",756.52
1220,20,FAB RESISTENCIA DSD CAL.12 X40CMX10CM,2641.2
1221,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0
1222,1,"TUB INOX 1/2""X66CM 4500W 480V 2 1/2"" 3PZ",4769.0
1223,1,REP. DE ELEMENTO TK CAL.20X36.5XCM,745.69
1224,1,"TUB INOX 7/16""ØX40CM 1000W 127V ""M"" BUSH",1089.35
1225,1,"TUB INOX 7/16""ØX40CM 1000W 127V ""M"" BUSH",1089.35
1226,4,FABRICACIÓN ESPECIAL 1300W 115V,75476.0
1227,1,"TUB INOX. 5/16""Øx320mm 750W, 120V. U",768.5
1228,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,310.0
1229,2,"TUB INOX 1/4""ØX80CM 800W127V RECTA T/ZAP",1246.74
1230,1,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,153.25
1231,2,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,1383.36
1232,1,"TER J 1/8""ØX2 1/2"" EXT1.5MT TRAN/RESOR",429.25
1233,6,"TUB INOX 7/16""ØX50CM 2500W 240V ""U"" BUSH",5916.0
1234,4,CAM INOX 10MMØX16CM 400W240V RECT EX30CM,2180.0
1235,1,"PT-100 5/16""ØX1MT CON1/2""-1/2""NPT C/MARI",1075.31
1236,15,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,2629.65
1237,3,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,1835.4
1238,1,"FAB. TUBO INOX 1/2""Ø C40 X 1.7M C/ALETAS",9499.6
1239,1,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0
1240,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,120.0
1241,6,"CAS INOX 1/2""ØX8"" 500W 127V EXT30CM",4521.0
1242,2,"CAS INOX 5/8""ØX9"" 500W 240V EXT30CM",1625.86
1243,1,REPARACION DE TANQUE DE BAÑO MARIA 127V,1364.0
1244,4,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,620.0
1245,10,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,7921.1
1246,7,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,5591.53
1247,25,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,24603.75
1248,1,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,699.47
1249,4,"TUB INOX. 5/16""Øx625mm 1200W, 220V. U",2678.2
1250,4,"TUB INOX 5/16""x625mm 950W 220V U",2678.2
1251,6,"TUB INOX. 5/16 Øx625mm 850W,220V U",4017.3
1252,2,BOB 8020 CAL.22 2.8MMØX3MT GAZA 50MM 127,4963.18
1253,1,REPARACION DE HORNO LINDBERG/BLUE M,17450.0
1254,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,310.0
1255,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,380.0
1256,2,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",5132.3
1257,4,"TUB INOX 1/2""ØX850MM 6000W 240V ALET/PLA",8169.64
1258,1,"TUB INOX 1/4""ØX65MM 180W 127V CIRCU/BASE",486.0
1259,2,"TUB INOX 7/16""ØX36CM 2000W 240V ""M"" BUSH",3064.1
1260,3,FAB. DE BASTIDOR 8020 2700W 240V 28X24X5,14430.0
1261,11,"CBS 90° 3/4""Øx39.9/16 2600W400V EXT. 55""",19801.98
1262,1,"BOQUILLA 11/2X1""1/2"" 300W 240V""",462.0
1263,1,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",325.0
1264,1,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",635.97
1265,1,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",730.17
1266,1,"TER J 1/4""ØX3 1/2"" CON-1/2""-1/2"" EXT30CM",439.66
1267,4,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",9438.8
1268,2,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",1952.0
1269,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",29506.0
1270,1,"PT-100 3/16""ØX3"" CON 1/2""-1/2"" NPT C/MAR",900.0
1271,1,"PT-100 3/16""ØX15CM CON1/2""-1/2"" C/MAR",945.0
1272,12,CBS INOX 20MMØX68CM 1200W 254V EXT.25CM,17486.4
1273,3,BAN M/LUNA 220MMØX155MM 1500W 440V C/STD,2853.12
1274,5,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,600.0
1275,3,"TUB INOX 5/16""ØX27CM 1000W 240V ESPECIAL",3259.44
1276,2,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",630.0
1277,2,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6""",25000.0
1278,1,"TUB INOX 1/2""ØX365MM 1650W127V ""M"" A 90°",1417.1
1279,6,PISTOLA DE AIRE 3500W 220V,4320.0
1280,2,BAN P 38MMX105CM 1000W 240V T/TOR C/TK,1726.28
1281,5,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",3250.0
1282,5,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",4125.0
1283,1,"TUB INOX 1/4""ØX260CM 500W 240V RECTA TOR",610.0
1284,1,"TUB INOX 1/4""ØX235CM 500W 240V RECTA TOR",610.0
1285,1,"TUB INOX 1/4""ØX225CM 500W 240V RECTA TOR",610.0
1286,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,120.13
1287,1,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT""",165.51
1288,1,PLACAS DE FIBRA CERAMICA BARRENADAS,27808.0
1289,2,"TER K 1/4""Øx79CM DOBLEZ 90° C.STD MAC/HE",1038.0
1290,2,REPARACION DE BOBINA 1800W 240V,1986.24
1291,6,"TUB INOX 7/16""ØX34CM 3200W 220V ""M"" BUSH",8196.78
1292,6,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,9270.0
1293,3,"TUB INOX 5/16""Øx132MM 1000W 230V ESP/CAB",2949.0
1294,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,435.72
1295,10,"CAS 1/2""ØX17"" 1800W 480V EXT.15CM",16990.0
1296,1,REPARACION DE BATIDOR 16.6KW 440V,14000.0
1297,1,"TUB INOX 1/4""ØX28CM 15KW 240V CLIP BUS/P",6591.1
1298,1,"TER J 3/16""Øx1 1/2"" EXT 15 MTS.",1289.0
1299,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,1725.0
1300,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,462.0
1301,1,"TUB INOX 7/16""ØX44.5CM 3000W127V ""U"" BUS",1223.38
1302,3,"TUB INOX.5/16""Øx473mm U 2500W 220V TAPO",3135.93
1303,3,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS",3812.52
1304,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,1338.0
1305,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,250.0
1306,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,310.0
1307,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,190.0
1308,5,"TER J 3/16""ØX223MM EXT1MT DOBLEZ A  90°",2808.5
1309,5,"TER J 3/16""ØX120MM EXT1MT DOBLEZ A  90°",2713.25
1310,10,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",4850.0
1311,2,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",630.0
1312,8,"CBS 5/16""ØX21.1/4"" LON 500W,230V EXT1.5M",8452.4
1313,1,"TUB INOX. 7/16""Øx700mm U 10KW 440V U TAP",2665.0
1314,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,1435.74
1315,2,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,1383.4
1316,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,1042.08
1317,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,1401.64
1318,4,"TUB INOX 5/16""ØX2 1/2""Ø 350W 260V EXT 1M",15154.76
1319,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0
1320,5,"TE ""K"" TIPO LANZA 1/2""Ø X 1331MMC/PLICA",24952.75
1321,1,BAN INOX 87MMØX35MM 500W 240V C/ALLEN,958.3
1322,1,REAPARCION DE SELLADORA,802.0
1323,1,"TUB INOX 5/16""ØX295MM 12KW 240V CLIP/PLA",5309.11
1324,2,"TUB INOX 5/16""ØX130MMØ 400W127V CIRCULAR",1392.0
1325,8,"PT-100 1/4""ØX1/2"" EXT.5MT BOY-2G 3 HILOS",7205.52
1326,4,"PT-100 5/16""ØX45CM EXT 10MT MALLA/RESO",9440.0
1327,20,"CBS 90° 3/4""Øx39.9/16 2600W400V EXT. 55""",36003.6
1328,6,BP S/BLINDA 300MMX698MM 2500W 230V 18BA,23340.0
1329,6,BP S/BLINDA 300MMX698MM 2000W 230V 18BA,23340.0
1330,10,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,1950.0
1331,2,BB INOX 34MMØX40MM 100W 127V STD C/TJ,1456.86
1332,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",29506.0
1333,1,"TUB INOX. 5/16"" Øx2085mm ESP 1900W 230V",1318.7
1334,1,CBS INOX 14MMØX89CM 2000W240V EXT30CM,1009.65
1335,1,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",827.59
1336,1,CAM INOX 16MMØX165MM 1000W 240V EXT30CM,873.75
1337,1,CAM INOX 16MMØX160MM 900W 240V EXT.30CM,735.0
1338,6,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT",13065.0
1339,6,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,9270.0
1340,1,"TUB INOX1/4""Øx230mm U 4050W 220V PLAQUIT",2220.7
1341,2,"TUB INOX 7/16""ØX50CM 4500W440V ""U"" 2""NPT",7287.4
1342,9,"TUB INOX 7/16""ØX63CM 2250W 440V ALETA/BU",13609.08
1343,1,"BAN INOX 7""ØX3"" 2200W 220V CLAV/ALLEN",1800.69
1344,1,BB INOX 38MMØX76MM 300W 120V C/TJ,1158.51
1345,8,"CART INOX 1/2"" Øx4"" 500W 120V CABLE 25CM",7276.48
1346,4,"CAS INOX 1/2""ØX41/2"" 500W127V ESCUADRA",3821.52
1347,8,"CAS INOX 1/2""ØX1 1/2"" 250W 127V EXT.30CM",5680.0
1348,1,"TUB INOX 5/16""Øx695mm ESP 650W 120V",1385.5
1349,10,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,1230.0
1350,6,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",5880.0
1351,9,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",8820.0
1352,1,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",1130.5
1353,3,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,465.0
